@id,@lon,@lat,name,name:mk,name:en
1758468912,21.4233852,41.9955735,,,
1758468916,21.4235053,41.9956381,,,
1758468941,21.4233489,41.9957420,,,
1790709935,22.8795370,41.4122546,,,
1790709949,22.8798289,41.4123060,,,
1790709954,22.8797572,41.4121826,,,
1790709963,22.8796087,41.4123780,,,
1790723839,22.8120320,41.3830349,,,
1791473942,22.7523700,41.3848054,,,
1791511473,22.8800492,41.4121993,,,
1799589233,22.8798854,41.4119728,,,
1799589234,22.8797707,41.4120195,,,
1799589235,22.8799344,41.4122460,,,
1850511011,21.4501059,42.0601589,Манолеви,,
1857986072,21.4657186,42.0050411,,,
1857986094,21.4657964,42.0047959,,,
1857986099,21.4662256,42.0051208,,,
1857986108,21.4663060,42.0048936,,,
1859079460,21.4590569,42.0081651,,,
1859079462,21.4598005,42.0089763,,,
1859079463,21.4590995,42.0083510,,,
1859079464,21.4602201,42.0080180,,,
1859079465,21.4589877,42.0088119,,,
1859079466,21.4593431,42.0086514,,,
1859079467,21.4602511,42.0081532,,,
1859079468,21.4593941,42.0087601,,,
1859079469,21.4589556,42.0087033,,,
1859079470,21.4594738,42.0083037,,,
1859079472,21.4595617,42.0087182,,,
1859079473,21.4598782,42.0088916,,,
1859079474,21.4592792,42.0083283,,,
1860925725,21.4203236,41.9952927,,,
1860925726,21.4207468,41.9952224,,,
1860925728,21.4203467,41.9951778,,,
1860925731,21.4203734,41.9950443,,,
1860925748,21.4209140,41.9951046,,,
1860925750,21.4201545,41.9952739,,,
1860925752,21.4209021,41.9951633,,,
1860925758,21.4202046,41.9950255,,,
1860925759,21.4207618,41.9951477,,,
1864488278,21.4436092,42.0207628,,,
1864488297,21.4450672,42.0210862,,,
1864488318,21.4450326,42.0212612,,,
1864488322,21.4437406,42.0210696,,,
1864488348,21.4451097,42.0207212,,,
1864488359,21.4450295,42.0205952,,,
1864488365,21.4447805,42.0205468,,,
1864488367,21.4438721,42.0212749,,,
1864488368,21.4435739,42.0205297,,,
